id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
4495633,9/5/2015,1,N,Y,L,M,19,NA,NA,1,W,M,Tucson Police Department,NA,Tucson,NA
1177135,NA,1,N,NA,B,U,U,NA,NA,3,W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,NA
1326293,11/12/2015,1,N,N,L,M,57,Traffic stop,NA,1,L,M,El Paso Police Department,NA,El Paso,vehicle; OFF-DUTY
2525731,2/10/2016,1,F,Y,L,M,16,NA,NA,1,W,M,Los Angeles Police Department,"On Sunday, October 2, 2016, around 4:00 p.m., Newton Area Gang Enforcement Detail officers had received a radio call of a ""Man with Gun"" in the area of 48th Street and Ascot Avenue. The comments of the radio call described a male dressed in a gray sweater and black pants, armed with a gun. Prior to leaving the area of the radio call officers observed a male, later identified as 16 year-old Daniel Enrique Perez, matching the description provided in the radio call. As officers initiated an investigative pedestrian stop, the passenger officer exited the police vehicle. Perez looked over his shoulder and began to turn toward the officers. The officer saw Perez was holding a handgun and yelled for Perez to drop the handgun. Perez continued to turn toward the officers and pointed a handgun at the officers; at which time the officer involved shooting occurred.",LosAngeles,NA
1305160,NA,1,N,U,B,M,19,NA,4,1,L,M,Chicago Police Department,NA,Chicago,NA
1828497,NA,1,N,U,B,M,20-29,NA,3,1,W,M,Chicago Police Department,NA,Chicago,NA
2186090,NA,1,N,N,L,M,20,NA,NA,1,L,M,Houston Police Department,The officer was notified that his vehicle was being burglarized so he went out to investigate. He saw the suspect walking from his vehicle and belived him to be armed since he kept a weapon inside the vehicle.  The suspect was walking towrd another person making the officer belive that the suspect meant to do harm to taht person so he fired at the suspect.,Houston,"Location ""Protected by Law."" Officer not on duty."
2432755,7/7/1905,1,U,Y,L,U,U,NA,3,1,U,U,New York Police Department,NA,New York,1; FIREARM-SUBJECT FIRED AT OFFICER AFTER BOTH SUBJECTS INVOLVED IN ROBBERY
253755,4/4/2012,1,N,Y,W,M,41,Suspicious activity / patrol,NA,1,H,M,San Antonio Police Department,NA,San Antonio,NA
2530077,9/3/2011,1,N,N,W,U,U,NA,NA,7,W;W;L;L;W;W;W,M;M;M;M;M;M;M,Tucson Police Department,NA,Tucson,third N is NO HITS
425441,NA,1,F,NA,B,M,29,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,NA
2521173,1/8/2013,1,N,Y,B,M,U,NA,3,1,W,U,Milwaukee Police Department,starts on page 76,Milwaukee,3 shots fired by PO; 2 hits; firearm
1449108,12/2/2015,1,F,Y,U,M,U,NA,NA,3,U,M;M;M,Metropolitan Police Department,NA,Washington DC,Victim unidentified.
4420582,NA,1,N,N,L,M,26,NA,NA,3,W;W:W,M;M;M,Houston Police Department,"Officers responded to an armed suspicious person call.  The suspect was located and as the officers were giving verbal commands to the suspect, the suspect reached to the small of his back and pointed an object at the officers.  The officers fired at the suspect striking him one time.",Houston,NA
2407994,NA,1,N,Y,L,M,34,Drug suspicion / drug warrant,NA,2,H;W,M;M,San Antonio Police Department,NA,San Antonio,NA
1198902,7/2/1905,1,N,U,U,U,U,NA,NA,NA,NA,U,Las Vegas Metropolitan Police Department,NA,LasVegas,NA
4563433,NA,1,F,Y,L,M,26,NA,NA,1,W,M,Houston Police Department,HPD officer working an extra job at a bar confronted the suspect who was carrying a handgun outside the location.  The suspect ignored the officer's commands to drop the weapon.  The suspect pointed his gun at the officer and the officer in fear of his life shot and killed the suspect.,Houston,Officer off-duty.
2345460,7/2/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
150735,7/7/1905,1,U,N,W,M,37,NA,8,1,U,U,New York Police Department,NA,New York,4; CUTTING INSTRUMENT- SUBJECT WAS STABBING CIVILIAN
2768655,7/3/1905,1,U,U,U,U,U,NA,NA,1,B,M,Tampa Police Department,NA,Tampa,Employee ID: 50009
3606462,2/12/2014,1,F,N,W,M,35,Robbery,NA,1,H,M,Fort Worth Police Department,NA,Fort Worth,"Weapon listed as ""other"""
4233261,7/5/1905,1,N,N,L,M,40,NA,3,1,U,U,New York Police Department,NA,New York,PHYSICAL FORCE
2382325,7/7/1905,1,N,Y,B,M,33,NA,2,1,U,U,New York Police Department,NA,New York,NO HITS; FIREARM- SUBJECT POINTED A FIREARM AT THE OFFICER
4829364,NA,1,N,U,B,U,U,NA,NA,4,W;W;W;W,U,Prince George's County Police Department,"R observed a group of males standing in the parking lot of the Exxon gas station. R observed what appeared to be a hand-to-hand transaction.  The group of males observed R in a marked police cruiser.  The group of males proceeded to flee the scene in a maroon Dodge Caravan.  R observed the vehicle proceed through a stop sign, without stopping.  R ran the license plate of the Dodge Caravan.  The vehicle was confirmed to be stolen through PG Co. on August 10, 2010 (Case Number:  10-222-0860).  R subsequently activated his emergency equipment and attempted to stop the vehicle.  The vehicle refused to stop and continued to flee southbound on Route 202.  The vehicle then made a right turn onto Old Marlboro Pike and proceeded toward the courthouse in Upper Marlboro.  The vehicle proceeded onto Judges Drive and turned into a parking lot next to the courthouse surrounded by a metal chain. The suspect vehicle accelerated through the chain barrier, over a street sign, over a curb and directly at a marked police cruiser (4635) being operated by Witness Officer with R2 occupying the front passenger seat. Both Witness Officer and R2 had exited the cruiser and began to approach the suspect vehicle when they thought it was contained in the parking lot. The suspect vehicle drove directly at Witness Officer causing him to dive back into his cruiser to avoid being struck. The suspect vehicle struck Witness Officer's cruiser on the front driver's side bumper. R2, fearing the suspect vehicle was attempting to strike witness Officer, discharged his issued service weapon at the driver of the suspect vehicle. The Suspect vehicle then traveled approximately ten yards before coming to rest after striking a brick wall adjacent to the parking garage of the courthouse. All three involved citizens were struck by gunfire and were subsequently transported to Prince George's Hospital for treatment. No officers were injured during this incident.",PrinceGeorgesCounty,NA
895729,2/7/2015,1,F,N,B,M,23,Drug sting,NA,1,W,M,Jacksonville Police Department,"Victo Emanuel Larosa was unarmed and fleeing a drug sting when he was shot several times by an undercover narcotics officer following a police chase. Police said that Larosa was driving a stolen car when he struck and injured JSO Sgt. D.R. ""Randy"" White. Undercover narcotics agents pursued Larosa in a police chase, then a foot chase that led through several yards. Police said that Larosa was jumping a fence when Detective Mike Boree caught up wtih him. The detective said that Larosa reached toward his waistband while facing him, causing him to fear for his life. He fired eight rounds at Larosa, who died there at the scene.",Jacksonville,NA
3180212,2/1/2012,1,N,Y,U,U,U,Stolen Auto,NA,NA,NA,U,Kansas City Police Department,NA,Kansas City,NA
4339586,3/9/2013,1,N,Y,U,U,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
4809401,7/5/1905,1,U,U,U,U,U,NA,NA,4,W;W;B;W,M;M;M;M,Tampa Police Department,NA,Tampa,"Employee ID: 46137, 45824, 35602, 33139"
4532479,2/10/2011,1,F,NA,W,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,NA
1918259,7/6/2010,1,N,N,U,U,U,Suspicious vehicle,NA,3,U,U,Philadelphia Police Department,"On 6/7/10, at approximately 3:09 A.M., uniformed officers stopped an occupied vehicle that was wanted for investigation by Upper Darby Police in reference to a robbery, in the 300 block of S. 56th Street. As one officer removed the driver from the vehicle, the front passenger reached towards his waistband. The second officer, positioned on the passenger side of the vehicle, discharged his weapon, striking the front passenger in the left arm. A third officer, positioned on the passenger side rear of the vehicle, observed the muzzle flash and discharged his weapon toward the front passenger. The front passenger was transported to the Hospital of the University of Pennsylvania. No weapon was recovered from the passenger or inside the vehicle. The occupants could not be postively identified as participants in the robbery that occurred in Upper Darby.",Philadelphia,No weapon recovered
972248,7/3/1905,1,F,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
1044363,NA,1,F,N,W,M,32,Call for Service,not clear,2,W;W,M;M,Denver Police Department,http://www.denverda.org/News_Release/Decision_Letters/PS-07-31-12-Off%20Randall%20Krouse.pdf,Denver,NA
3092264,1/8/2014,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On Friday, 8/01/14, at approximately 12:47 A.M., uniformed officers, in a marked police vehicle, responded to a Police Radio assignment of a burglary alarm at a residence in the 900 block of Wakeling Street. Upon their arrival, the officers were met by a female complainant who indicated that there was a problem inside the property. At this time, a male came to door and the officers requested his identification. This male did not comply and went back into the house. The officers then heard a struggle coming from inside the property and a second male appeared stating that he was being robbed. A struggle ensued and the offender placed a gun against the head of one of the officers. The officer smacked the offender’s hand away and discharged his weapon, striking the offender. The offender was pronounced deceased at the scene. There were no other reported injuries as a result of this incident. The offender’s firearm, a Glock, semi-automatic pistol, loaded with thirteen rounds, was recovered at the scene.",Philadelphia,NA
1751466,NA,1,N,NA,B,M,U,NA,NA,1,U,M,San Jose Police Department,NA,SanJose,NA
86979,7/7/2012,1,N,NA,W,M,50,NA,NA,2,W;W,M;M,Columbus Police Department,Mr. Wiegand was shot one time in the middle of his chest.,Columbus,"Shooting, non-fatal"
3904592,NA,1,N,N,U,M,U,Suspicious vehicle,NA,3,U,U,Philadelphia Police Department,"On Thursday, 12/26/13, at approximately 9:09 P.M., a pizza delivery driver exited his Hyundai Sonata, with the engine still running and the keys in the ignition, to make a pizza delivery. The offender entered the vehicle and drove away. The pizza delivery driver reported the vehicle theft to the police. At approximately 9:17 P.M., a uniformed officer, in a marked police vehicle observed the Hyundai and began to follow the vehicle, while notifying Police Radio. At 22nd & Morris Streets, plainclothes officers in an unmarked police vehicle, stopped their vehicle in front of the Hyundai. The plainclothes officers and the uniformed officer approached the Hyundai and the uniformed officer attempted to open the driver’s door of the vehicle, while giving verbal commands to the offender. The offender drove the Hyundai forward, toward one of the plainclothes officers. In response, both the plainclothes officers and the uniformed officer discharged their weapons at the offender, striking him. The offender drove the Hyundai north on 22nd Street where he struck several vehicles before coming to a stop in the 1100 block of S. 22nd Street. The offender then fled on foot before being apprehended by responding officers. The offender was subsequently identified by the pizza delivery driver. The offender was transported to the Hospital of the University of Pennsylvania, where he was treated. There were no other injuries as a result of this incident. No weapon was recovered.",Philadelphia,NA
3550155,NA,1,F,N,U,M,U,NA,NA,6,U,M;M;F;M;M;M,Metropolitan Police Department,NA,Washington DC,"Victim named Sherman Evans. Victim armed with ""pellet gun."""
1581845,NA,1,N,U,B,M,20-29,NA,NA,1,W,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
3411201,7/2/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
416538,9/7/2011,1,N,Y,U,M,U,Suspicious vehicle,NA,2,U,U,Philadelphia Police Department,"On 7/9/11, at 1:32 AM, uniformed officers stopped a Pontiac Aztec, at 10th Street and Germantown Avenue for investigation. The offender exited the vehicle from the passenger side, armed with a firearm and ran south on 10th Street. One officer pursued the offender in the patrol vehicle and the other officer chased the offender on foot. In the 1000 block of W. Cumberland Street, the offender pointed his firearm at the officer in the patrol vehicle. The officer discharged his firearm at the offender, striking him. The offender was transported to Temple University Hospital for treatment. The offender’s firearm, a 9mm pistol loaded with twelve rounds was recovered at the scene.",Philadelphia,NA
